TimeStramp,ECG,SpO2,Respiration
16:26:35,1114.129,0,0
16:26:35,1048.592,0,0
16:26:35,851.981,0,0
16:26:35,655.37,0,0
16:26:35,458.759,0,0
16:26:35,262.148,0,0
16:26:35,65.537,0,0
16:26:35,-0.001,0,0
16:26:35,-131.075,0,0
16:26:35,-196.612,0,0
16:26:35,-131.075,0,0
16:26:35,-131.075,0,0
16:26:35,-196.612,0,0
16:26:35,-131.075,0,0
16:26:35,-131.075,0,0
16:26:35,-131.075,0,0
16:26:35,-65.538,0,0
16:26:35,-0.001,0,0
16:26:35,-65.538,0,0
16:26:35,-0.001,0,0
16:26:35,0,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-65.538,0,0
16:26:35,-0.001,0,0
16:26:35,0,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,131.074,0,0
16:26:35,262.148,0,0
16:26:35,196.611,0,0
16:26:35,131.074,0,0
16:26:35,0,0,0
16:26:35,-0.001,0,0
16:26:35,-0.001,0,0
16:26:35,-131.075,0,0
16:26:35,-262.149,0,0
16:26:35,-196.612,0,0
16:26:35,-196.612,0,0
16:26:35,-262.149,0,0
16:26:35,-196.612,0,0
16:26:35,-131.075,0,0
16:26:35,196.611,0,0
16:26:35,1638.425,0,0
16:26:35,2949.165,0,0
16:26:35,1703.962,0,0
16:26:35,-983.056,0,0
16:26:35,-2031.648,0,0
16:26:35,-983.056,0,0
16:26:35,-196.612,0,0
16:26:35,-262.149,0,0
16:26:35,-327.686,0,0
16:26:35,-196.612,0,0
16:26:35,-262.149,0,0
16:26:35,-262.149,0,0
16:26:35,-131.075,0,0
16:26:35,-131.075,0,0
16:26:35,-65.538,0,0
16:26:35,0,0,0
16:26:35,0,0,0
16:26:35,0,0,0
16:26:35,131.074,0,0
16:26:35,196.611,0,0
16:26:35,262.148,0,0
16:26:35,458.759,0,0
16:26:36,524.296,0,0
16:26:36,655.37,0,0
16:26:36,786.444,0,0
16:26:36,983.055,0,0
16:26:36,1048.592,0,0
16:26:36,1114.129,0,0
16:26:36,1179.666,0,0
16:26:36,1114.129,0,0
16:26:36,1048.592,0,0
16:26:36,983.055,0,0
16:26:36,720.907,0,0
16:26:36,458.759,0,0
16:26:36,327.685,0,0
16:26:36,131.074,0,0
16:26:36,-0.001,0,0
16:26:36,-65.538,0,0
16:26:36,-131.075,0,0
16:26:36,-196.612,0,0
16:26:36,-131.075,0,0
16:26:36,-131.075,0,0
16:26:36,-196.612,0,0
16:26:36,-131.075,0,0
16:26:36,-131.075,0,0
16:26:36,-131.075,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,-65.538,0,0
16:26:36,-0.001,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,0,0,0
16:26:36,131.074,0,0
16:26:36,196.611,0,0
16:26:36,196.611,0,0
16:26:36,196.611,0,0
16:26:36,131.074,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,-131.075,0,0
16:26:36,-196.612,0,0
16:26:36,-196.612,0,0
16:26:36,-196.612,0,0
16:26:36,-196.612,0,0
16:26:36,-131.075,0,0
16:26:36,-131.075,0,0
16:26:36,131.074,0,0
16:26:36,1507.351,0,0
16:26:36,3080.239,0,0
16:26:36,2359.332,0,0
16:26:36,-262.149,0,0
16:26:36,-1703.963,0,0
16:26:36,-917.519,0,0
16:26:36,-131.075,0,0
16:26:36,-327.686,0,0
16:26:36,-327.686,0,0
16:26:36,-196.612,0,0
16:26:36,-196.612,0,0
16:26:36,-196.612,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,0,0,0
16:26:36,65.537,0,0
16:26:36,65.537,0,0
16:26:36,196.611,0,0
16:26:36,262.148,0,0
16:26:36,262.148,0,0
16:26:36,458.759,0,0
16:26:36,589.833,0,0
16:26:36,655.37,0,0
16:26:36,851.981,0,0
16:26:36,983.055,0,0
16:26:36,1048.592,0,0
16:26:36,1179.666,0,0
16:26:36,1310.74,0,0
16:26:36,1245.203,0,0
16:26:36,1245.203,0,0
16:26:36,1179.666,0,0
16:26:36,917.518,0,0
16:26:36,655.37,0,0
16:26:36,393.222,0,0
16:26:36,196.611,0,0
16:26:36,65.537,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,-131.075,0,0
16:26:36,-65.538,0,0
16:26:36,-131.075,0,0
16:26:36,-131.075,0,0
16:26:36,-131.075,0,0
16:26:36,-65.538,0,0
16:26:36,-131.075,0,0
16:26:36,-65.538,0,0
16:26:36,-65.538,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,-65.538,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,-0.001,0,0
16:26:36,0,0,0
16:26:36,131.074,0,0
16:26:36,196.611,0,0
16:26:36,196.611,0,0
16:26:36,65.537,0,0
16:26:36,-0.001,0,0
16:26:36,-65.538,0,0
16:26:36,-131.075,0,0
16:26:37,-262.149,0,0
16:26:37,-262.149,0,0
16:26:37,-196.612,0,0
16:26:37,-262.149,0,0
16:26:37,-262.149,0,0
16:26:37,-131.075,0,0
16:26:37,-65.538,0,0
16:26:37,786.444,0,0
16:26:37,2621.48,0,0
16:26:37,3014.702,0,0
16:26:37,655.37,0,0
16:26:37,-1507.352,0,0
16:26:37,-1376.278,0,0
16:26:37,-393.223,0,0
16:26:37,-327.686,0,0
16:26:37,-458.76,0,0
16:26:37,-262.149,0,0
16:26:37,-262.149,0,0
16:26:37,-327.686,0,0
16:26:37,-262.149,0,0
16:26:37,-196.612,0,0
16:26:37,-196.612,0,0
16:26:37,-131.075,0,0
16:26:37,-0.001,0,0
16:26:37,0,0,0
16:26:37,65.537,0,0
16:26:37,131.074,0,0
16:26:37,131.074,0,0
16:26:37,262.148,0,0
16:26:37,458.759,0,0
16:26:37,589.833,0,0
16:26:37,720.907,0,0
16:26:37,917.518,0,0
16:26:37,1048.592,0,0
16:26:37,1179.666,0,0
16:26:37,1245.203,0,0
16:26:37,1245.203,0,0
16:26:37,1245.203,0,0
16:26:37,1245.203,0,0
16:26:37,1048.592,0,0
16:26:37,786.444,0,0
16:26:37,458.759,0,0
16:26:37,196.611,0,0
16:26:37,0,0,0
16:26:37,-65.538,0,0
16:26:37,-131.075,0,0
16:26:37,-196.612,0,0
16:26:37,-196.612,0,0
16:26:37,-196.612,0,0
16:26:37,-262.149,0,0
16:26:37,-196.612,0,0
16:26:37,-131.075,0,0
16:26:37,-196.612,0,0
16:26:37,-196.612,0,0
16:26:37,-131.075,0,0
16:26:37,-131.075,0,0
16:26:37,-131.075,0,0
16:26:37,-65.538,0,0
16:26:37,-131.075,0,0
16:26:37,-131.075,0,0
16:26:37,-0.001,0,0
16:26:37,0,0,0
16:26:37,-0.001,0,0
16:26:37,-0.001,0,0
16:26:37,-0.001,0,0
16:26:37,-0.001,0,0
16:26:37,0,0,0
16:26:37,-0.001,0,0
16:26:37,-65.538,0,0
16:26:37,-0.001,0,0
16:26:37,-0.001,0,0
16:26:37,-0.001,0,0
16:26:37,0,0,0
16:26:37,0,0,0
16:26:37,-0.001,0,0
16:26:37,0,0,0
16:26:37,131.074,0,0
16:26:37,131.074,0,0
16:26:37,131.074,0,0
16:26:37,65.537,0,0
16:26:37,0,0,0
16:26:37,-0.001,0,0
16:26:37,-65.538,0,0
16:26:37,-262.149,0,0
16:26:37,-262.149,0,0
16:26:37,-196.612,0,0
16:26:37,-262.149,0,0
16:26:37,-327.686,0,0
16:26:37,-262.149,0,0
16:26:37,-196.612,0,0
16:26:37,458.759,0,0
16:26:37,2162.721,0,0
16:26:37,3014.702,0,0
16:26:37,1114.129,0,0
16:26:37,-1376.278,0,0
16:26:37,-1703.963,0,0
16:26:37,-589.834,0,0
16:26:37,-262.149,0,0
16:26:37,-458.76,0,0
16:26:37,-327.686,0,0
16:26:37,-262.149,0,0
16:26:37,-327.686,0,0
16:26:37,-262.149,0,0
16:26:37,-131.075,0,0
16:26:37,-196.612,0,0
16:26:37,-131.075,0,0
16:26:37,-0.001,0,0
16:26:37,0,0,0
16:26:37,65.537,0,0
16:26:37,131.074,0,0
16:26:37,131.074,0,0
16:26:37,262.148,0,0
16:26:37,458.759,0,0
16:26:37,589.833,0,0
16:26:37,720.907,0,0
16:26:37,917.518,0,0
16:26:37,1048.592,0,0
16:26:37,1179.666,0,0
16:26:37,1310.74,0,0
16:26:37,1310.74,0,0
16:26:37,1376.277,0,0
16:26:37,1245.203,0,0
16:26:37,1114.129,0,0
16:26:37,851.981,0,0
16:26:38,655.37,0,0
16:26:38,393.222,0,0
16:26:38,131.074,0,0
16:26:38,0,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-196.612,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-196.612,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,0,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-65.538,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,0,0,0
16:26:38,0,0,0
16:26:38,0,0,0
16:26:38,0,0,0
16:26:38,131.074,0,0
16:26:38,196.611,0,0
16:26:38,196.611,0,0
16:26:38,131.074,0,0
16:26:38,0,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-131.075,0,0
16:26:38,-262.149,0,0
16:26:38,-196.612,0,0
16:26:38,-196.612,0,0
16:26:38,-262.149,0,0
16:26:38,-196.612,0,0
16:26:38,-131.075,0,0
16:26:38,131.074,0,0
16:26:38,1507.351,0,0
16:26:38,2883.628,0,0
16:26:38,1900.573,0,0
16:26:38,-851.982,0,0
16:26:38,-2097.185,0,0
16:26:38,-1048.593,0,0
16:26:38,-196.612,0,0
16:26:38,-327.686,0,0
16:26:38,-327.686,0,0
16:26:38,-196.612,0,0
16:26:38,-196.612,0,0
16:26:38,-196.612,0,0
16:26:38,-65.538,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,0,0,0
16:26:38,0,0,0
16:26:38,65.537,0,0
16:26:38,196.611,0,0
16:26:38,262.148,0,0
16:26:38,262.148,0,0
16:26:38,393.222,0,0
16:26:38,524.296,0,0
16:26:38,655.37,0,0
16:26:38,851.981,0,0
16:26:38,983.055,0,0
16:26:38,1048.592,0,0
16:26:38,1179.666,0,0
16:26:38,1310.74,0,0
16:26:38,1245.203,0,0
16:26:38,1245.203,0,0
16:26:38,1179.666,0,0
16:26:38,917.518,0,0
16:26:38,655.37,0,0
16:26:38,458.759,0,0
16:26:38,196.611,0,0
16:26:38,0,0,0
16:26:38,-0.001,0,0
16:26:38,-131.075,0,0
16:26:38,-131.075,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-131.075,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-0.001,0,0
16:26:38,0,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,-65.538,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,0,0,0
16:26:38,-0.001,0,0
16:26:38,-0.001,0,0
16:26:38,0,0,0
16:26:38,0,0,0
16:26:38,0,0,0
16:26:38,131.074,0,0
16:26:38,196.611,0,0
16:26:38,131.074,0,0
16:26:38,65.537,0,0
16:26:38,0,0,0
16:26:38,-65.538,0,0
16:26:38,-65.538,0,0
16:26:38,-196.612,0,0
16:26:38,-262.149,0,0
16:26:38,-196.612,0,0
16:26:38,-196.612,0,0
16:26:39,-262.149,0,0
16:26:39,-196.612,0,0
16:26:39,-65.538,0,0
16:26:39,327.685,0,0
16:26:39,1835.036,0,0
16:26:39,3014.702,0,0
16:26:39,1638.425,0,0
16:26:39,-1114.13,0,0
16:26:39,-1966.111,0,0
16:26:39,-851.982,0,0
16:26:39,-131.075,0,0
16:26:39,-327.686,0,0
16:26:39,-262.149,0,0
16:26:39,-131.075,0,0
16:26:39,-196.612,0,0
16:26:39,-196.612,0,0
16:26:39,-65.538,0,0
16:26:39,-65.538,0,0
16:26:39,-0.001,0,0
16:26:39,65.537,0,0
16:26:39,65.537,0,0
16:26:39,65.537,0,0
16:26:39,196.611,0,0
16:26:39,196.611,0,0
16:26:39,262.148,0,0
16:26:39,458.759,0,0
16:26:39,589.833,0,0
16:26:39,655.37,0,0
16:26:39,851.981,0,0
16:26:39,983.055,0,0
16:26:39,1048.592,0,0
16:26:39,1245.203,0,0
16:26:39,1310.74,0,0
16:26:39,1245.203,0,0
16:26:39,1245.203,0,0
16:26:39,1114.129,0,0
16:26:39,851.981,0,0
16:26:39,589.833,0,0
16:26:39,393.222,0,0
16:26:39,131.074,0,0
16:26:39,0,0,0
16:26:39,-0.001,0,0
16:26:39,-131.075,0,0
16:26:39,-196.612,0,0
16:26:39,-131.075,0,0
16:26:39,-131.075,0,0
16:26:39,-131.075,0,0
16:26:39,-65.538,0,0
16:26:39,-65.538,0,0
16:26:39,-65.538,0,0
16:26:39,-0.001,0,0
16:26:39,-65.538,0,0
16:26:39,-65.538,0,0
16:26:39,0,0,0
16:26:39,0,0,0
16:26:39,-0.001,0,0
16:26:39,0,0,0
16:26:39,-0.001,0,0
16:26:39,-0.001,0,0
16:26:39,-0.001,0,0
16:26:39,0,0,0
16:26:39,-0.001,0,0
16:26:39,-0.001,0,0
16:26:39,-0.001,0,0
16:26:39,-65.538,0,0
16:26:39,-0.001,0,0
16:26:39,0,0,0
16:26:39,-0.001,0,0
16:26:39,0,0,0
16:26:39,131.074,0,0
16:26:39,196.611,0,0
16:26:39,131.074,0,0
16:26:39,65.537,0,0
16:26:39,-0.001,0,0
16:26:39,-65.538,0,0
16:26:39,-65.538,0,0
16:26:39,-196.612,0,0
16:26:39,-262.149,0,0
16:26:39,-196.612,0,0
16:26:39,-262.149,0,0
16:26:39,-262.149,0,0
16:26:39,-131.075,0,0
16:26:39,-65.538,0,0
16:26:39,458.759,0,0
16:26:39,2097.184,0,0
16:26:39,3014.702,0,0
16:26:39,1179.666,0,0
16:26:39,-1376.278,0,0
16:26:39,-1769.5,0,0
16:26:39,-655.371,0,0
16:26:39,-196.612,0,0
16:26:39,-393.223,0,0
16:26:39,-262.149,0,0
16:26:39,-196.612,0,0
16:26:39,-262.149,0,0
16:26:39,-196.612,0,0
16:26:39,-131.075,0,0
16:26:39,-131.075,0,0
16:26:39,-65.538,0,0
16:26:39,0,0,0
16:26:39,0,0,0
16:26:39,65.537,0,0
16:26:39,196.611,0,0
16:26:39,196.611,0,0
16:26:39,262.148,0,0
16:26:39,458.759,0,0
16:26:39,524.296,0,0
16:26:39,720.907,0,0
16:26:39,851.981,0,0
16:26:39,1048.592,0,0
16:26:39,1114.129,0,0
16:26:39,1245.203,0,0
16:26:39,1310.74,0,0
16:26:39,1310.74,0,0
16:26:39,1245.203,0,0
16:26:39,1048.592,0,0
16:26:39,851.981,0,0
16:26:39,524.296,0,0
16:26:39,327.685,0,0
16:26:39,131.074,0,0
16:26:39,-0.001,0,0
16:26:39,-65.538,0,0
16:26:39,-131.075,0,0
16:26:39,-65.538,0,0
16:26:40,-65.538,0,0
16:26:40,-131.075,0,0
16:26:40,-65.538,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-65.538,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-0.001,0,0
16:26:40,0,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,0,0,0
16:26:40,0,0,0
16:26:40,-0.001,0,0
16:26:40,0,0,0
16:26:40,65.537,0,0
16:26:40,131.074,0,0
16:26:40,131.074,0,0
16:26:40,65.537,0,0
16:26:40,0,0,0
16:26:40,-0.001,0,0
16:26:40,-65.538,0,0
16:26:40,-196.612,0,0
16:26:40,-262.149,0,0
16:26:40,-262.149,0,0
16:26:40,-327.686,0,0
16:26:40,-327.686,0,0
16:26:40,-196.612,0,0
16:26:40,-131.075,0,0
16:26:40,327.685,0,0
16:26:40,1900.573,0,0
16:26:40,3014.702,0,0
16:26:40,1441.814,0,0
16:26:40,-1114.13,0,0
16:26:40,-1769.5,0,0
16:26:40,-720.908,0,0
16:26:40,-196.612,0,0
16:26:40,-327.686,0,0
16:26:40,-327.686,0,0
16:26:40,-262.149,0,0
16:26:40,-327.686,0,0
16:26:40,-262.149,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-65.538,0,0
16:26:40,0,0,0
16:26:40,0,0,0
16:26:40,65.537,0,0
16:26:40,131.074,0,0
16:26:40,196.611,0,0
16:26:40,262.148,0,0
16:26:40,458.759,0,0
16:26:40,589.833,0,0
16:26:40,655.37,0,0
16:26:40,851.981,0,0
16:26:40,983.055,0,0
16:26:40,1179.666,0,0
16:26:40,1245.203,0,0
16:26:40,1310.74,0,0
16:26:40,1310.74,0,0
16:26:40,1245.203,0,0
16:26:40,1048.592,0,0
16:26:40,786.444,0,0
16:26:40,589.833,0,0
16:26:40,393.222,0,0
16:26:40,131.074,0,0
16:26:40,0,0,0
16:26:40,-131.075,0,0
16:26:40,-196.612,0,0
16:26:40,-131.075,0,0
16:26:40,-196.612,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-65.538,0,0
16:26:40,-131.075,0,0
16:26:40,-131.075,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,0,0,0
16:26:40,0,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-0.001,0,0
16:26:40,-65.538,0,0
16:26:40,-0.001,0,0
16:26:40,0,0,0
16:26:40,-0.001,0,0
16:26:40,0,0,0
16:26:40,196.611,0,0
16:26:40,196.611,0,0
16:26:40,131.074,0,0
16:26:40,65.537,0,0
16:26:40,-0.001,0,0
16:26:40,-65.538,0,0
16:26:40,-65.538,0,0
16:26:40,-131.075,0,0
16:26:40,-196.612,0,0
16:26:40,-196.612,0,0
